id,rtt,rtid,score
1660,"Public Space, Streets and Drains","1249",7
1661,"Public Space, Streets and Drains","1249",12
1662,"Public Space, Streets and Drains","1249",9
1663,"Public Space, Streets and Drains","1249",4
1664,"Public Space, Streets and Drains","1249",3
1665,"Public Space, Streets and Drains","1249",3
1666,"Public Space, Streets and Drains","1249",5
1667,"Public Space, Streets and Drains","1249",5
1668,"Public Space, Streets and Drains","1249",7
1669,"Public Space, Streets and Drains","1249",7
1670,"Public Space, Streets and Drains","1249",4
1671,"Public Space, Streets and Drains","1249",7
1672,"Public Space, Streets and Drains","1249",7
1673,"Public Space, Streets and Drains","1249",3
1674,"Public Space, Streets and Drains","1249",2
1675,"Public Space, Streets and Drains","1249",16
1676,"Public Space, Streets and Drains","1249",8
1677,"Public Space, Streets and Drains","1249",6
1678,"Public Space, Streets and Drains","1249",8
1679,"Public Space, Streets and Drains","1249",9
1680,"Public Space, Streets and Drains","1249",4
1681,"Public Space, Streets and Drains","1249",6
1682,"Public Space, Streets and Drains","1249",2
1683,"Public Space, Streets and Drains","1249",6
1684,"Public Space, Streets and Drains","1249",7
1685,"Public Space, Streets and Drains","1249",6
1686,"Public Space, Streets and Drains","1249",3
1687,"Public Space, Streets and Drains","1249",7
1688,"Public Space, Streets and Drains","1249",3
1689,"Public Space, Streets and Drains","1249",9
1690,"Public Space, Streets and Drains","1249",10
1691,"Public Space, Streets and Drains","1249",4
1692,"Public Space, Streets and Drains","1249",13
1693,"Public Space, Streets and Drains","1249",5
1694,"Public Space, Streets and Drains","1249",3
1695,"Public Space, Streets and Drains","1249",11
1696,"Public Space, Streets and Drains","1249",11
1697,"Public Space, Streets and Drains","1249",3
1698,"Public Space, Streets and Drains","1249",3
1699,"Public Space, Streets and Drains","1249",5
1700,"Public Space, Streets and Drains","1249",7
1701,"Public Space, Streets and Drains","1249",7
1702,"Public Space, Streets and Drains","1249",4
1703,"Public Space, Streets and Drains","1249",3
1704,"Public Space, Streets and Drains","1249",2
1705,"Public Space, Streets and Drains","1249",5
1706,"Public Space, Streets and Drains","1249",4
1707,"Public Space, Streets and Drains","1249",7
1708,"Public Space, Streets and Drains","1249",2
1709,"Public Space, Streets and Drains","1249",2
1710,"Public Space, Streets and Drains","1249",13
1711,"Public Space, Streets and Drains","1249",4
1712,"Public Space, Streets and Drains","1249",1
1713,"Public Space, Streets and Drains","1249",3
1714,"Public Space, Streets and Drains","1249",13
1715,"Public Space, Streets and Drains","1249",3
1716,"Public Space, Streets and Drains","1249",4
1717,"Public Space, Streets and Drains","1249",8
1718,"Public Space, Streets and Drains","1249",8
1719,"Public Space, Streets and Drains","1249",7
1720,"Public Space, Streets and Drains","1249",7
1721,"Public Space, Streets and Drains","1249",13
1722,"Public Space, Streets and Drains","1249",8
1723,"Public Space, Streets and Drains","1249",4
1724,"Public Space, Streets and Drains","1249",5
1725,"Public Space, Streets and Drains","1249",4
1726,"Public Space, Streets and Drains","1249",3
1727,"Public Space, Streets and Drains","1249",4
1728,"Public Space, Streets and Drains","1249",8
1729,"Public Space, Streets and Drains","1249",5
1730,"Public Space, Streets and Drains","1249",5
1731,"Public Space, Streets and Drains","1249",4
1732,"Public Space, Streets and Drains","1249",2
1733,"Public Space, Streets and Drains","1249",2
1734,"Public Space, Streets and Drains","1249",8
1735,"Public Space, Streets and Drains","1249",3
1736,"Public Space, Streets and Drains","1249",6
1737,"Public Space, Streets and Drains","1249",5
1738,"Public Space, Streets and Drains","1249",5
1739,"Public Space, Streets and Drains","1249",2
1740,"Public Space, Streets and Drains","1249",5
1741,"Public Space, Streets and Drains","1249",2
1742,"Public Space, Streets and Drains","1249",3
1743,"Public Space, Streets and Drains","1249",1
1744,"Public Space, Streets and Drains","1249",7
1745,"Public Space, Streets and Drains","1249",8
1746,"Public Space, Streets and Drains","1249",4
1747,"Public Space, Streets and Drains","1249",5
1748,"Public Space, Streets and Drains","1249",4
1749,"Public Space, Streets and Drains","1249",4
1750,"Public Space, Streets and Drains","1249",2
1751,"Public Space, Streets and Drains","1249",4
1752,"Public Space, Streets and Drains","1249",7
1753,"Public Space, Streets and Drains","1249",4
1754,"Public Space, Streets and Drains","1249",8
1755,"Public Space, Streets and Drains","1249",6
1756,"Public Space, Streets and Drains","1249",2
1757,"Public Space, Streets and Drains","1249",8
1758,"Public Space, Streets and Drains","1249",4
1759,"Public Space, Streets and Drains","1249",5
1760,"Public Space, Streets and Drains","1249",4
1761,"Public Space, Streets and Drains","1249",6
1762,"Public Space, Streets and Drains","1249",3
1763,"Public Space, Streets and Drains","1249",5
1764,"Public Space, Streets and Drains","1249",9
1765,"Public Space, Streets and Drains","1249",1
1766,"Public Space, Streets and Drains","1249",10
1767,"Public Space, Streets and Drains","1249",4
1768,"Public Space, Streets and Drains","1249",4
1769,"Public Space, Streets and Drains","1249",5
1770,"Public Space, Streets and Drains","1249",7
1771,"Public Space, Streets and Drains","1249",1
1772,"Public Space, Streets and Drains","1249",9
1773,"Public Space, Streets and Drains","1249",5
1774,"Public Space, Streets and Drains","1249",7
1775,"Public Space, Streets and Drains","1249",5
1776,"Public Space, Streets and Drains","1249",2
1777,"Public Space, Streets and Drains","1249",3
1778,"Public Space, Streets and Drains","1249",4
1779,"Public Space, Streets and Drains","1249",4
1780,"Public Space, Streets and Drains","1249",5
1781,"Public Space, Streets and Drains","1249",5
1782,"Public Space, Streets and Drains","1249",1
1783,"Public Space, Streets and Drains","1249",2
1784,"Public Space, Streets and Drains","1249",8
1785,"Public Space, Streets and Drains","1249",9
1786,"Public Space, Streets and Drains","1249",2
1787,"Public Space, Streets and Drains","1249",9
1788,"Public Space, Streets and Drains","1249",1
1789,"Public Space, Streets and Drains","1249",3
1790,"Public Space, Streets and Drains","1249",5
1791,"Public Space, Streets and Drains","1249",3
1792,"Public Space, Streets and Drains","1249",4
1793,"Public Space, Streets and Drains","1249",5
1794,"Public Space, Streets and Drains","1249",3
1795,"Public Space, Streets and Drains","1249",7
1796,"Public Space, Streets and Drains","1249",3
1797,"Public Space, Streets and Drains","1249",2
1798,"Public Space, Streets and Drains","1249",5
1799,"Public Space, Streets and Drains","1249",6
1800,"Public Space, Streets and Drains","1249",1
1801,"Public Space, Streets and Drains","1249",3
1802,"Public Space, Streets and Drains","1249",5
1803,"Public Space, Streets and Drains","1249",5
1804,"Public Space, Streets and Drains","1249",6
1805,"Public Space, Streets and Drains","1249",9
1806,"Public Space, Streets and Drains","1249",7
1807,"Public Space, Streets and Drains","1249",5
1808,"Public Space, Streets and Drains","1249",2
1809,"Public Space, Streets and Drains","1249",3
1810,"Public Space, Streets and Drains","1249",1
1811,"Public Space, Streets and Drains","1249",15
1812,"Public Space, Streets and Drains","1249",2
1813,"Public Space, Streets and Drains","1249",2
1814,"Public Space, Streets and Drains","1249",3
1815,"Public Space, Streets and Drains","1249",3
1816,"Public Space, Streets and Drains","1249",5
1817,"Public Space, Streets and Drains","1249",3
1818,"Public Space, Streets and Drains","1249",8
1819,"Public Space, Streets and Drains","1249",2
1820,"Public Space, Streets and Drains","1249",2
1821,"Public Space, Streets and Drains","1249",3
1822,"Public Space, Streets and Drains","1249",1
1823,"Public Space, Streets and Drains","1249",3
1824,"Public Space, Streets and Drains","1249",6
1825,"Public Space, Streets and Drains","1249",2
1826,"Public Space, Streets and Drains","1249",6
1827,"Public Space, Streets and Drains","1249",3
1828,"Public Space, Streets and Drains","1249",7
1829,"Public Space, Streets and Drains","1249",3
1830,"Public Space, Streets and Drains","1249",6
1831,"Public Space, Streets and Drains","1249",3
1832,"Public Space, Streets and Drains","1249",6
1833,"Public Space, Streets and Drains","1249",2
1834,"Public Space, Streets and Drains","1249",3
1835,"Public Space, Streets and Drains","1249",5
1836,"Public Space, Streets and Drains","1249",4
1837,"Public Space, Streets and Drains","1249",2
1838,"Public Space, Streets and Drains","1249",5
1839,"Public Space, Streets and Drains","1249",2
1840,"Public Space, Streets and Drains","1249",2
1841,"Public Space, Streets and Drains","1249",2
1842,"Signs / Bus Shelters / Pavement Markings","373",24
1843,"Signs / Bus Shelters / Pavement Markings","373",15
1844,"Signs / Bus Shelters / Pavement Markings","373",4
1845,"Signs / Bus Shelters / Pavement Markings","373",6
1846,"Signs / Bus Shelters / Pavement Markings","373",8
1847,"Signs / Bus Shelters / Pavement Markings","373",21
1848,"Signs / Bus Shelters / Pavement Markings","373",14
1849,"Signs / Bus Shelters / Pavement Markings","373",2
1850,"Signs / Bus Shelters / Pavement Markings","373",6
1851,"Signs / Bus Shelters / Pavement Markings","373",4
1852,"Signs / Bus Shelters / Pavement Markings","373",2
1853,"Signs / Bus Shelters / Pavement Markings","373",3
1854,"Signs / Bus Shelters / Pavement Markings","373",16
1855,"Signs / Bus Shelters / Pavement Markings","373",5
1856,"Signs / Bus Shelters / Pavement Markings","373",1
1857,"Signs / Bus Shelters / Pavement Markings","373",7
1858,"Signs / Bus Shelters / Pavement Markings","373",3
1859,"Signs / Bus Shelters / Pavement Markings","373",11
1860,"Signs / Bus Shelters / Pavement Markings","373",1
1861,"Signs / Bus Shelters / Pavement Markings","373",4
1862,"Signs / Bus Shelters / Pavement Markings","373",2
1863,"Signs / Bus Shelters / Pavement Markings","373",1
1864,"Signs / Bus Shelters / Pavement Markings","373",5
1865,"Signs / Bus Shelters / Pavement Markings","373",8
1866,"Signs / Bus Shelters / Pavement Markings","373",2
1867,"Signs / Bus Shelters / Pavement Markings","373",1
1868,"Signs / Bus Shelters / Pavement Markings","373",8
1869,"Signs / Bus Shelters / Pavement Markings","373",9
1870,"Signs / Bus Shelters / Pavement Markings","373",3
1871,"Signs / Bus Shelters / Pavement Markings","373",9
1872,"Signs / Bus Shelters / Pavement Markings","373",2
1873,"Signs / Bus Shelters / Pavement Markings","373",7
1874,"Signs / Bus Shelters / Pavement Markings","373",3
1875,"Signs / Bus Shelters / Pavement Markings","373",2
1876,"Signs / Bus Shelters / Pavement Markings","373",6
1877,"Signs / Bus Shelters / Pavement Markings","373",3
1878,"Signs / Bus Shelters / Pavement Markings","373",4
1879,"Signs / Bus Shelters / Pavement Markings","373",1
1880,"Signs / Bus Shelters / Pavement Markings","373",12
1881,"Signs / Bus Shelters / Pavement Markings","373",2
1882,"Signs / Bus Shelters / Pavement Markings","373",3
1883,"Signs / Bus Shelters / Pavement Markings","373",5
1884,"Signs / Bus Shelters / Pavement Markings","373",2
1885,"Signs / Bus Shelters / Pavement Markings","373",16
1886,"Signs / Bus Shelters / Pavement Markings","373",3
1887,"Signs / Bus Shelters / Pavement Markings","373",4
1888,"Signs / Bus Shelters / Pavement Markings","373",1
1889,"Signs / Bus Shelters / Pavement Markings","373",9
1890,"Signs / Bus Shelters / Pavement Markings","373",8
1891,"Signs / Bus Shelters / Pavement Markings","373",2
1892,"Signs / Bus Shelters / Pavement Markings","373",2
1893,"Signs / Bus Shelters / Pavement Markings","373",2
1894,"Signs / Bus Shelters / Pavement Markings","373",3
1895,"Signs / Bus Shelters / Pavement Markings","373",2
1896,"Signs / Bus Shelters / Pavement Markings","373",1
1897,"Signs / Bus Shelters / Pavement Markings","373",10
1898,"Signs / Bus Shelters / Pavement Markings","373",5
1899,"Signs / Bus Shelters / Pavement Markings","373",3
1900,"Signs / Bus Shelters / Pavement Markings","373",6
1901,"Signs / Bus Shelters / Pavement Markings","373",7
1902,"Signs / Bus Shelters / Pavement Markings","373",19
1903,"Signs / Bus Shelters / Pavement Markings","373",4
1904,"Signs / Bus Shelters / Pavement Markings","373",10
1905,"Signs / Bus Shelters / Pavement Markings","373",22
1906,"Signs / Bus Shelters / Pavement Markings","373",4
1907,"Signs / Bus Shelters / Pavement Markings","373",1
1908,"Signs / Bus Shelters / Pavement Markings","373",14
1909,"Signs / Bus Shelters / Pavement Markings","373",3
1910,"Signs / Bus Shelters / Pavement Markings","373",2
1911,"Signs / Bus Shelters / Pavement Markings","373",7
1912,"Signs / Bus Shelters / Pavement Markings","373",10
1913,"Signs / Bus Shelters / Pavement Markings","373",8
1914,"Signs / Bus Shelters / Pavement Markings","373",10
1915,"Signs / Bus Shelters / Pavement Markings","373",2
1916,"Signs / Bus Shelters / Pavement Markings","373",25
1917,"Signs / Bus Shelters / Pavement Markings","373",2
1918,"Signs / Bus Shelters / Pavement Markings","373",2
1919,"Signs / Bus Shelters / Pavement Markings","373",2
1920,"Signs / Bus Shelters / Pavement Markings","373",2
1921,"Signs / Bus Shelters / Pavement Markings","373",2
1922,"Signs / Bus Shelters / Pavement Markings","373",9
1923,"Signs / Bus Shelters / Pavement Markings","373",1
1924,"Signs / Bus Shelters / Pavement Markings","373",2
1925,"Signs / Bus Shelters / Pavement Markings","373",3
1926,"Signs / Bus Shelters / Pavement Markings","373",3
1927,"Signs / Bus Shelters / Pavement Markings","373",2
1928,"Signs / Bus Shelters / Pavement Markings","373",4
1929,"Signs / Bus Shelters / Pavement Markings","373",25
1930,"Signs / Bus Shelters / Pavement Markings","373",6
1931,"Signs / Bus Shelters / Pavement Markings","373",7
1932,"Signs / Bus Shelters / Pavement Markings","373",16
1933,"Signs / Bus Shelters / Pavement Markings","373",3
1934,"Signs / Bus Shelters / Pavement Markings","373",8
1935,"Signs / Bus Shelters / Pavement Markings","373",5
1936,"Signs / Bus Shelters / Pavement Markings","373",8
1937,"Signs / Bus Shelters / Pavement Markings","373",2
1938,"Signs / Bus Shelters / Pavement Markings","373",6
1939,"Signs / Bus Shelters / Pavement Markings","373",7
1940,"Signs / Bus Shelters / Pavement Markings","373",11
1941,"Signs / Bus Shelters / Pavement Markings","373",8
1942,"Signs / Bus Shelters / Pavement Markings","373",6
1943,"Signs / Bus Shelters / Pavement Markings","373",4
1944,"Signs / Bus Shelters / Pavement Markings","373",1
1945,"Signs / Bus Shelters / Pavement Markings","373",10
1946,"Signs / Bus Shelters / Pavement Markings","373",3
1947,"Signs / Bus Shelters / Pavement Markings","373",1
1948,"Signs / Bus Shelters / Pavement Markings","373",2
1949,"Signs / Bus Shelters / Pavement Markings","373",2
1950,"Signs / Bus Shelters / Pavement Markings","373",3
1951,"Signs / Bus Shelters / Pavement Markings","373",6
1952,"Signs / Bus Shelters / Pavement Markings","373",1
1953,"Signs / Bus Shelters / Pavement Markings","373",1
1954,"Signs / Bus Shelters / Pavement Markings","373",1
1955,"Signs / Bus Shelters / Pavement Markings","373",4
1956,"Signs / Bus Shelters / Pavement Markings","373",5
1957,"Signs / Bus Shelters / Pavement Markings","373",3
1958,"Signs / Bus Shelters / Pavement Markings","373",3
1959,"Signs / Bus Shelters / Pavement Markings","373",3
1960,"Signs / Bus Shelters / Pavement Markings","373",2
1961,"Signs / Bus Shelters / Pavement Markings","373",5
1962,"Signs / Bus Shelters / Pavement Markings","373",6
1963,"Signs / Bus Shelters / Pavement Markings","373",10
1964,"Signs / Bus Shelters / Pavement Markings","373",2
1965,"Signs / Bus Shelters / Pavement Markings","373",9
1966,"Signs / Bus Shelters / Pavement Markings","373",6
1967,"Signs / Bus Shelters / Pavement Markings","373",11
1968,"Signs / Bus Shelters / Pavement Markings","373",1
1969,"Signs / Bus Shelters / Pavement Markings","373",2
1970,"Signs / Bus Shelters / Pavement Markings","373",4
1971,"Signs / Bus Shelters / Pavement Markings","373",4
1972,"Signs / Bus Shelters / Pavement Markings","373",6
1973,"Signs / Bus Shelters / Pavement Markings","373",2
1974,"Signs / Bus Shelters / Pavement Markings","373",3
1975,"Signs / Bus Shelters / Pavement Markings","373",14
1976,"Signs / Bus Shelters / Pavement Markings","373",2
1977,"Signs / Bus Shelters / Pavement Markings","373",14
1978,"Signs / Bus Shelters / Pavement Markings","373",1
1979,"Signs / Bus Shelters / Pavement Markings","373",1
1980,"Signs / Bus Shelters / Pavement Markings","373",3
1981,"Signs / Bus Shelters / Pavement Markings","373",4
1982,"Signs / Bus Shelters / Pavement Markings","373",5
1983,"Signs / Bus Shelters / Pavement Markings","373",1
1984,"Signs / Bus Shelters / Pavement Markings","373",8
1985,"Signs / Bus Shelters / Pavement Markings","373",5
1986,"Signs / Bus Shelters / Pavement Markings","373",3
1987,"Signs / Bus Shelters / Pavement Markings","373",2
1988,"Signs / Bus Shelters / Pavement Markings","373",3
1989,"Signs / Bus Shelters / Pavement Markings","373",3
1990,"Signs / Bus Shelters / Pavement Markings","373",1
1991,"Signs / Bus Shelters / Pavement Markings","373",3
1992,"Signs / Bus Shelters / Pavement Markings","373",16
1993,"Signs / Bus Shelters / Pavement Markings","373",1
1994,"Signs / Bus Shelters / Pavement Markings","373",2
1995,"Signs / Bus Shelters / Pavement Markings","373",2
1996,"Signs / Bus Shelters / Pavement Markings","373",2
1997,"Signs / Bus Shelters / Pavement Markings","373",2
1998,"Signs / Bus Shelters / Pavement Markings","373",2
1999,"Signs / Bus Shelters / Pavement Markings","373",2
2000,"Signs / Bus Shelters / Pavement Markings","373",2
2001,"Signs / Bus Shelters / Pavement Markings","373",2
2002,"Signs / Bus Shelters / Pavement Markings","373",1
2003,"Signs / Bus Shelters / Pavement Markings","373",2
2004,"Signs / Bus Shelters / Pavement Markings","373",1
2005,"Signs / Bus Shelters / Pavement Markings","373",1
2006,"Signs / Bus Shelters / Pavement Markings","373",1
2007,"Signs / Bus Shelters / Pavement Markings","373",2
2008,"Signs / Bus Shelters / Pavement Markings","373",6
2009,"Signs / Bus Shelters / Pavement Markings","373",2
2010,"Signs / Bus Shelters / Pavement Markings","373",8
2011,"Signs / Bus Shelters / Pavement Markings","373",1
2012,"Signs / Bus Shelters / Pavement Markings","373",3
2013,"Signs / Bus Shelters / Pavement Markings","373",6
2014,"Signs / Bus Shelters / Pavement Markings","373",2
2015,"Signs / Bus Shelters / Pavement Markings","373",6
2016,"Signs / Bus Shelters / Pavement Markings","373",4
2017,"Signs / Bus Shelters / Pavement Markings","373",2
2018,"Signs / Bus Shelters / Pavement Markings","373",4
2019,"Signs / Bus Shelters / Pavement Markings","373",6
2020,"Signs / Bus Shelters / Pavement Markings","373",2
2021,"Signs / Bus Shelters / Pavement Markings","373",2
2022,"Signs / Bus Shelters / Pavement Markings","373",8
2023,"Signs / Bus Shelters / Pavement Markings","373",3
2024,"Signs / Bus Shelters / Pavement Markings","373",1
2025,"Signs / Bus Shelters / Pavement Markings","373",15
2026,"Signs / Bus Shelters / Pavement Markings","373",1
2027,"Signs / Bus Shelters / Pavement Markings","373",2
2028,"Signs / Bus Shelters / Pavement Markings","373",6
2029,"Signs / Bus Shelters / Pavement Markings","373",8
2030,"Signs / Bus Shelters / Pavement Markings","373",2
2031,"Signs / Bus Shelters / Pavement Markings","373",1
2032,"Signs / Bus Shelters / Pavement Markings","373",2
2033,"Signs / Bus Shelters / Pavement Markings","373",2
2034,"Signs / Bus Shelters / Pavement Markings","373",4
2035,"Signs / Bus Shelters / Pavement Markings","373",4
2036,"Signs / Bus Shelters / Pavement Markings","373",2
2037,"Signs / Bus Shelters / Pavement Markings","373",1
2038,"Signs / Bus Shelters / Pavement Markings","373",1
2039,"Signs / Bus Shelters / Pavement Markings","373",4
2040,"Signs / Bus Shelters / Pavement Markings","373",5
2041,"Signs / Bus Shelters / Pavement Markings","373",1
2042,"Other","374",4
2043,"Other","374",3
2044,"Other","374",8
2045,"Other","374",3
2046,"Other","374",8
2047,"Other","374",3
2048,"Other","374",9
2049,"Other","374",7
2050,"Other","374",4
2051,"Other","374",2
2052,"Other","374",6
2053,"Other","374",7
2054,"Other","374",13
2055,"Other","374",3
2056,"Other","374",7
2057,"Other","374",7
2058,"Other","374",5
2059,"Other","374",9
2060,"Other","374",2
2061,"Other","374",14
2062,"Other","374",9
2063,"Other","374",1
2064,"Other","374",3
2065,"Other","374",8
2066,"Other","374",1
2067,"Other","374",9
2068,"Other","374",2
2069,"Other","374",4
2070,"Other","374",2
2071,"Other","374",3
2072,"Other","374",3
2073,"Other","374",3
2074,"Other","374",3
2075,"Other","374",5
2076,"Other","374",2
2077,"Other","374",9
2078,"Other","374",3
2079,"Other","374",10
2080,"Other","374",6
2081,"Other","374",4
2082,"Other","374",6
2083,"Other","374",6
2084,"Other","374",2
2085,"Other","374",2
2086,"Other","374",5
2087,"Other","374",3
2088,"Other","374",11
2089,"Other","374",1
2090,"Other","374",1
2091,"Other","374",4
2092,"Other","374",1
2093,"Other","374",4
2094,"Other","374",2
2095,"Other","374",3
2096,"Other","374",5
2097,"Other","374",2
2098,"Other","374",19
2099,"Other","374",3
2100,"Other","374",3
2101,"Other","374",3
2102,"Other","374",6
2103,"Other","374",2
2104,"Other","374",2
2105,"Other","374",3
2106,"Other","374",18
2107,"Other","374",3
2108,"Other","374",7
2109,"Other","374",9
2110,"Other","374",3
2111,"Other","374",3
2112,"Other","374",2
2113,"Other","374",19
2114,"Other","374",15
2115,"Other","374",3
2116,"Other","374",4
2117,"Other","374",2
2118,"Other","374",15
2119,"Other","374",3
2120,"Other","374",4
2121,"Other","374",3
2122,"Other","374",4
2123,"Other","374",11
2124,"Other","374",2
2125,"Other","374",4
2126,"Other","374",8
2127,"Other","374",6
2128,"Other","374",5
2129,"Other","374",2
2130,"Other","374",5
2131,"Other","374",5
2132,"Other","374",3
2133,"Other","374",14
2134,"Other","374",3
2135,"Other","374",2
2136,"Other","374",3
2137,"Other","374",3
2138,"Other","374",4
2139,"Other","374",5
2140,"Other","374",3
2141,"Other","374",1
2142,"Other","374",7
2143,"Other","374",7
2144,"Other","374",2
2145,"Other","374",4
2146,"Other","374",3
2147,"Other","374",10
2148,"Other","374",2
2149,"Other","374",7
2150,"Other","374",4
2151,"Other","374",2
2152,"Other","374",3
2153,"Other","374",3
2154,"Other","374",4
2155,"Other","374",1
2156,"Other","374",6
2157,"Other","374",3
2158,"Other","374",2
2159,"Other","374",2
2160,"Other","374",12
2161,"Other","374",1
2162,"Other","374",3
